,Bankrupt?, ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Net Value Per Share (B), Net Value Per Share (A), Persistent EPS in the Last Four Seasons, Per Share Net profit before tax (Yuan ¥), Debt ratio %, Net worth/Assets, Net profit before tax/Paid-in capital, Current Liability to Assets, Net Income to Total Assets
18,0,0.559206356944377,0.575665067597034,0.5953744847154561,0.319497703425899,0.319497703425899,0.270208943934953,0.228440159674625,0.112283459805907,0.887716540194093,0.226264987557499,0.0588516285704483,0.821107345146265
19,0,0.5308341052015789,0.5594744875708679,0.5880935810268221,0.160844465045721,0.1816611183683789,0.220667486054647,0.179407998794909,0.1286090032348759,0.8713909967651241,0.178350049015911,0.0479888121631433,0.81163567442158
20,0,0.5557451372300489,0.5397405146096821,0.5894855184967079,0.199443765538747,0.199443765538747,0.2187765907157039,0.17436167808993,0.1286090032348759,0.8713909967651241,0.17328255787648,0.0236261299888736,0.7991762471413499
21,0,0.557061375712963,0.612679895333624,0.606670592644146,0.211748346045257,0.211748346045257,0.272478018341685,0.220456428410032,0.16902983946549,0.83097016053451,0.2195384963426589,0.130757307478258,0.8346895043759499
22,0,0.4948081704285089,0.55478630614915,0.548744579474276,0.1707892629893389,0.1707892629893389,0.220478396520753,0.174512314528885,0.1792786528403419,0.8207213471596579,0.173561571525526,0.157279660095469,0.8023399055185201
23,0,0.524740408521425,0.579426515481901,0.5676428074308051,0.187686991698622,0.187686991698622,0.24411458825754,0.2001205091511639,0.1872297971400069,0.812770202859993,0.199185581781163,0.1918356223467689,0.820835093302366
24,0,0.502949349193195,0.555604012211077,0.5523850313185931,0.186043571699465,0.186043571699465,0.225489269168951,0.181290954281841,0.143574084711431,0.856425915288569,0.179707412713973,0.129497879716885,0.809058661675771
25,0,0.506069321893433,0.53347143480157,0.552706247657798,0.171042096835363,0.171042096835363,0.213103904698875,0.167808992995406,0.1683949572210299,0.83160504277897,0.1669029484955889,0.054359541894445,0.794844401160467
26,0,0.58743235996685,0.636502398604448,0.6247657797526629,0.272386330116725,0.272386330116725,0.2967760234471019,0.252692626346313,0.0661184508873235,0.933881549112677,0.251828670537667,0.0615647283590967,0.8572270098360542
27,0,0.483205771949495,0.53821412996075,0.532683762514053,0.1720534322194599,0.1720534322194599,0.2156566134064479,0.170595767116065,0.164132176436799,0.835867823563201,0.169647839529447,0.124214674367297,0.7975840378220871
28,0,0.5599376005459951,0.607283035324902,0.6134161357674389,0.1830517045215119,0.1830517045215119,0.235132835397561,0.18882277622957,0.0555068476584938,0.944493152341506,0.187338813060855,0.0430675529214792,0.8370502969384921
29,0,0.520499195632038,0.57730047972089,0.571336795331656,0.182630314778138,0.182630314778138,0.232769216223882,0.188747458010093,0.1723554131269459,0.8276445868730541,0.186471608475982,0.160869674846924,0.81487084232315
30,0,0.522839175157217,0.584278238116005,0.572139836179667,0.2251485398845389,0.2251485398845389,0.259430840502978,0.21247269714544,0.1763461015206939,0.8236538984793059,0.211341527788251,0.182457899815091,0.82192849867195
31,0,0.485155754887145,0.546609245529874,0.5318807216660421,0.176646580422233,0.176646580422233,0.222842015694431,0.178278225502749,0.168062399854884,0.831937600145116,0.177286780785763,0.1739060481718169,0.8042330904192591
32,0,0.540194023302296,0.6039031836022679,0.586487499330799,0.203784079895495,0.203784079895495,0.24808546846932,0.204790238758756,0.1238020376696799,0.8761979623303199,0.199645577256617,0.0622694668701301,0.832274665816633
33,0,0.513918003217472,0.5738661142607939,0.567482199261202,0.178247861447052,0.178247861447052,0.231067410418833,0.1845296377193639,0.168576352148018,0.8314236478519821,0.183545735615715,0.146315761854939,0.8150717070049
34,0,0.471652123043923,0.536469690361971,0.522351303602977,0.177995027601028,0.177995027601028,0.2181147773470739,0.17270467726143,0.151767088913747,0.848232911086253,0.171759294170877,0.1402815942766919,0.799088618472486
35,0,0.515672987861356,0.5535324901875269,0.5763156485893249,0.18132400657368,0.18132400657368,0.220856575588541,0.1744369963094069,0.0826253892432808,0.9173746107567192,0.21773621898801,0.0294545978796681,0.807648242941534
36,0,0.527616633354458,0.575392498909725,0.576851009154666,0.182040369137415,0.182040369137415,0.227758343575683,0.1807637267455,0.108806723705294,0.8911932762947059,0.179790362717744,0.0654204698006986,0.817129525509308
37,0,0.4687758982108909,0.4514282599215,0.50334600353338,0.156630567611984,0.156630567611984,0.186631369953673,0.1423514348120809,0.192066995193034,0.8079330048069658,0.142394992836136,0.0717208214571524,0.741395798034053
38,0,0.505240579144932,0.5693414740514611,0.5632528507950101,0.199654460410434,0.199654460410434,0.226907440673159,0.180387135648113,0.0625812498110469,0.9374187501889528,0.1793906945177589,0.0602261028811935,0.816379138685877
39,0,0.507483059523229,0.552060619276058,0.5552224423148989,0.175508828115124,0.175508828115124,0.220667486054647,0.175114860284703,0.106720682044925,0.8932793179550749,0.174134680642486,0.0695793451009411,0.8069328898399191
40,0,0.50275435089943,0.57048626253816,0.558220461480807,0.2220723947579119,0.2220723947579119,0.2422236929185969,0.190253822399638,0.134171780995858,0.8658282190041421,0.18927682678531,0.125880273548787,0.8167601282885041
41,0,0.654073026861015,0.7066615787178371,0.689116119706622,0.305633980868906,0.305633980868906,0.348113831899404,0.307223017247872,0.0846509659279862,0.915349034072014,0.297458713520851,0.0832946551785721,0.870631356214826
42,0,0.4770633256959,0.509703445268208,0.516890625836501,0.15654628966331,0.15654628966331,0.203271248936371,0.166151992166905,0.186504217432052,0.813495782567948,0.162393484654249,0.1947806364365139,0.732172397113067
43,0,0.550041437137425,0.5959986916703011,0.593286578510627,0.1838944840082589,0.1838944840082589,0.243169140588068,0.1971077803720719,0.157420564138223,0.842579435861777,0.196131513460523,0.134804134765043,0.8285221493576659
44,0,0.526007897430897,0.5777911033580461,0.5661437978478511,0.2383380388521339,0.2383380388521339,0.243736409189751,0.189500640204866,0.109350908486259,0.890649091513741,0.201764572807481,0.057932653389296,0.8202963851648409
45,0,0.4698483888265979,0.535979066724815,0.522244231489909,0.1838944840082589,0.1838944840082589,0.2174529639784439,0.171424267530316,0.1110741602926499,0.88892583970735,0.170462257748284,0.100496722256663,0.798502399827722
46,0,0.474723346170721,0.495693414740515,0.506022806360084,0.149256247102946,0.149256247102946,0.20762030821594,0.167357083678542,0.1124950872207269,0.8875049127792729,0.166427871201267,0.09900929876356,0.770844087344217
47,0,0.496173158484863,0.5662341910161359,0.548316291022003,0.201424297332603,0.201424297332603,0.224449276732533,0.180613090306545,0.0261813344620129,0.973818665537987,0.179398235427193,0.0289046306430334,0.8187261238535981
48,0,0.5048505825574029,0.558329699084169,0.5553295144279671,0.1926172516960939,0.1926172516960939,0.224922000567269,0.180311817428636,0.106871844484083,0.893128155515917,0.179383153608325,0.0948212171173681,0.8101661124379559
49,0,0.4906644566860039,0.565580026166594,0.545746560308368,0.181745396317054,0.181745396317054,0.219816583152123,0.178504180161181,0.107295099313723,0.892704900686277,0.177505467159339,0.0602069352599068,0.81313596662744
50,0,0.387071613123385,0.608155255124291,0.400877991327159,0.187349879903923,0.187349879903923,0.155526141628061,0.2062212849288239,0.109592768388911,0.8904072316110891,0.2064474775657939,0.0728270854513135,0.845073407782529
51,0,0.249841563886316,0.268153074574793,0.27281974409765,0.133917660444145,0.133917660444145,0.165075163089723,0.129697973939896,0.208241376182846,0.791758623817154,0.128700701304577,0.19091397643994,0.543928416089603
52,0,0.558913859503729,0.63862843436546,0.622677873547835,0.18212464708609,0.18212464708609,0.234565566795878,0.19243805076448,0.0787556308008586,0.921244369199141,0.184669331121333,0.0843325874378345,0.8326255706418821
53,0,0.5180129673865349,0.573920627998256,0.5696771775791,0.197505372719228,0.197505372719228,0.226245627304529,0.1856594110115239,0.108050911509508,0.8919490884904921,0.179820526355478,0.0933065624896285,0.810555527097968
54,0,0.5688100229123001,0.6202027911033579,0.602120027838749,0.201255741435253,0.201255741435253,0.25139453531247,0.209158695488439,0.0872509598814886,0.912749040118511,0.20824221401101,0.0732303337937214,0.8442908518592951
55,0,0.5246429093745429,0.53968600087222,0.582365222977675,0.161307993763432,0.161307993763432,0.2205729412877,0.17074640355502,0.0893370015418569,0.9106629984581428,0.1697911168086869,0.0601798049423812,0.798469425123048
56,0,0.509579291181202,0.566016136066289,0.55024358905723,0.188656188108381,0.188656188108381,0.227758343575683,0.1862619567673419,0.110953230341325,0.889046769658675,0.185182112962823,0.0754082768741482,0.81535755387144
57,0,0.491151952420416,0.551569995638901,0.543390973820868,0.169398676836206,0.169398676836206,0.219343859317387,0.174286359870453,0.144662454273362,0.855337545726638,0.173290098785914,0.0956718995297444,0.803260160615522
58,0,0.5006093696680151,0.555113388573921,0.543979870442743,0.175761661961148,0.175761661961148,0.2210456651224349,0.177675679746931,0.0987997702330925,0.901200229766908,0.1767362943971039,0.104754755824393,0.8086959956600429
59,0,0.4940281772534489,0.560237679895334,0.543390973820868,0.218322026041886,0.218322026041886,0.22851470171126,0.183173909768773,0.0848625933428062,0.915137406657194,0.182248699193123,0.0865349601123811,0.811219034481082
60,0,0.504899332130844,0.571412996075011,0.5658225815086461,0.181450423496692,0.181450423496692,0.2328637609908289,0.182872636890864,0.1673670526347609,0.832632947365239,0.181931980996908,0.156925839042628,0.816367014572805
61,0,0.512845512601765,0.565580026166594,0.553884040901547,0.208082255277907,0.208082255277907,0.232769216223882,0.1891240491074789,0.130846207334402,0.915137406657194,0.187708317623105,0.105939829420133,0.812110921395737
62,0,0.579973675230342,0.6247819450501529,0.617538412120563,0.221861699886225,0.221861699886225,0.262834452113076,0.219326655117873,0.0950207092541645,0.904979290745836,0.218414900837041,0.0808513695026355,0.846106942135621
63,0,0.6099059133232579,0.652093327518535,0.664489533700948,0.2323543044962289,0.2323543044962289,0.287416091519334,0.234390299013331,0.1063881246787799,0.89361187532122,0.2323505014704769,0.0838241296364949,0.8578876080726701
64,0,0.46477843318871,0.533035324901875,0.516676481610365,0.157894736842105,0.157894736842105,0.2146166209700289,0.170219176018679,0.1147020588324209,0.8852979411675791,0.169195384963427,0.110006094617023,0.796614642749862
65,0,0.4842782625652029,0.5533689489751421,0.540767707050699,0.178205722472715,0.178205722472715,0.2213292994232769,0.174211041650975,0.101460229162258,0.8985397708377421,0.173154362416107,0.0629952192544522,0.808125653997802
66,0,0.500316872227368,0.562036633231574,0.541303067616039,0.19299650246513,0.19299650246513,0.223976552897797,0.183776455524591,0.0783928409468815,0.921607159053118,0.19555086343413,0.0762125073387512,0.8137766444818159
67,0,0.517476722078682,0.541212385521151,0.565019540660635,0.180017698369222,0.180017698369222,0.2180202325801269,0.17157490396927,0.0530277836563171,0.946972216343683,0.1703943895633809,0.0540385575313144,0.8012396927076949
68,0,0.504655584263638,0.56279982555604,0.5561860913325121,0.1511946399224639,0.1511946399224639,0.218492956414862,0.173307223017248,0.0529068537049914,0.9470931462950092,0.172324862378403,0.046784640528479,0.8144196251168759
69,0,0.502656851752547,0.5596380287832529,0.550725413566037,0.182082508111753,0.182082508111753,0.2251110901011629,0.179182044136477,0.110711370438673,0.8892886295613271,0.1781766080989369,0.0934536831060246,0.8104999599013779
70,0,0.49168819772827,0.549225904928042,0.5496546924353549,0.1746239096540389,0.1746239096540389,0.218303866880968,0.172855313700384,0.069081234694803,0.9309187653051972,0.171895030540683,0.0639436426189181,0.8051837076907851
71,0,0.497050650806805,0.560837331007414,0.543069757481664,0.195103451181998,0.195103451181998,0.233147395291671,0.190178504180161,0.162197297215588,0.837802702784412,0.1891938767815399,0.1522239810286099,0.813363250344165
72,0,0.526592892312192,0.588148713475796,0.5699448578617701,0.180017698369222,0.180017698369222,0.2308783208849389,0.1873164118400239,0.0625207848353841,0.937479215164616,0.185559158434507,0.0608875923978849,0.829331121432994
73,0,0.5229854238775411,0.592237243785434,0.580812677338187,0.174961021448738,0.174961021448738,0.2346601115628249,0.18716577540107,0.143211294857454,0.8567887051425459,0.1852047356911239,0.1487430024567349,0.825765538937746
74,0,0.5917223224296789,0.659398168338421,0.651319663793565,0.225738485525262,0.225738485525262,0.27928524156188,0.223619793628079,0.0808114399733954,0.919188560026605,0.222539778297263,0.0838134093139408,0.86170476799623
75,0,0.564617559596354,0.623092019188836,0.606242304191873,0.233492056803337,0.233492056803337,0.2686962276637989,0.231151615575808,0.11382531668531,0.88617468331469,0.22241158283689,0.086494666049007,0.8397162109846371
76,0,0.450104811582899,0.500926733536851,0.5011510252154829,0.163878471198011,0.163878471198011,0.202703980334688,0.160578443925586,0.166157753121504,0.833842246878496,0.159573184526054,0.1137590752803219,0.7769855089326899
77,0,0.490713206259445,0.5517880505887479,0.539964666202688,0.231132274240445,0.231132274240445,0.230027417982415,0.184454319499887,0.154639175257732,0.8453608247422679,0.183485408340246,0.1510861315902329,0.805886566389376
78,0,0.40545020231073,0.462112952464021,0.449702874886236,0.163246386582951,0.163246386582951,0.199773092559327,0.158695488438653,0.0461650089185839,0.953834991081416,0.1576804162582009,0.0472396000081987,0.7501095784386429
79,0,0.6701116365231801,0.7435673789795029,0.7356924888912679,0.300745859845771,0.300745859845771,0.331190318615865,0.268208179558635,0.0417812981830275,0.9582187018169732,0.215179850689993,0.0464071914703276,0.8767395305062808
80,0,0.490274460098474,0.54769952027911,0.536645430697575,0.190973831696936,0.190973831696936,0.222936560461378,0.1772990886495439,0.138918281585392,0.8610817184146079,0.1763215443782519,0.128905896176106,0.802808647753862
81,0,0.4841807634183199,0.571576537287396,0.540232346485358,0.197336816821879,0.197336816821879,0.222842015694431,0.181516908940273,0.106448589654443,0.8935514103455571,0.180514290023377,0.0943101751817356,0.816645075740737
82,0,0.5743674742846,0.618349324029655,0.606563520531078,0.1751717163204249,0.1751717163204249,0.231445589486622,0.1879189575958419,0.120506696496055,0.8794933035039448,0.186991931226906,0.127305403200473,0.824471631168364
83,0,0.632086969239019,0.716146969036197,0.700037475239574,0.23488264295647,0.23488264295647,0.329772147111657,0.2623333584394069,0.118239259908698,0.8817607400913019,0.261292511876932,0.12434051174935,0.88523715383065
84,0,0.394042802125481,0.444941125163541,0.436907757374592,0.1844844296489819,0.1844844296489819,0.197314928618701,0.15101303005197,0.0128185748405236,0.987181425159476,0.155274866148858,0.0158682675235529,0.7569552469927099
85,0,0.5879198557012629,0.593981683384213,0.630868890197548,0.181071172727656,0.181071172727656,0.233620119126406,0.185810047450478,0.0917858330562022,0.908214166943798,0.1848653947666089,0.0967217526392446,0.82946019470872
86,0,0.474089601715985,0.51422808547754,0.5292574548958721,0.167755256837049,0.167755256837049,0.2115911884277199,0.166679219703246,0.0412673458898933,0.9587326541101072,0.1657265666239349,0.0163471484915231,0.785529195558409
87,0,0.4271925120655189,0.480429568251199,0.472830451308957,0.1791327799081369,0.1791327799081369,0.200529450694904,0.158620170219176,0.0623998548840584,0.937600145115942,0.157808611718573,0.0120933937751665,0.767152701720412
88,0,0.5149417442597379,0.574738334060183,0.580919749451255,0.17428679785934,0.17428679785934,0.225772903469793,0.1773744068690219,0.0872811923693201,0.91271880763068,0.176389412563155,0.0913098072407206,0.8196426782933129
89,0,0.61195339540779,0.6471325774095071,0.65506718775095,0.2213981711685139,0.2213981711685139,0.2719107497400019,0.222565338555397,0.0612207878586329,0.9387792121413672,0.220978810044491,0.0643493359308951,0.862123247854971
90,0,0.44303612343392,0.505560401221108,0.493388297018042,0.180312671189583,0.180312671189583,0.203933062305001,0.160126534608722,0.169090304441152,0.8309096955588481,0.159165975416635,0.0408624087041451,0.783193158929255
91,0,0.626432018719836,0.659180113388574,0.661170298195835,0.241582739876111,0.241582739876111,0.28457974851092,0.250809670859381,0.098406747891284,0.901593252108716,0.236422592564663,0.0912650193937887,0.8323939795817371
92,0,0.5177204699458879,0.577409507195813,0.573157021253815,0.279128566010703,0.279128566010703,0.253569064952255,0.1959780070799129,0.0604952081506787,0.939504791849321,0.201749490988613,0.0637474361304103,0.824520728220703
93,0,0.483108272802613,0.549334932402965,0.5354141013972911,0.152079558383549,0.152079558383549,0.2203838517538049,0.1750395420652259,0.2310971369834019,0.768902863016598,0.174089435185883,0.12649043138398,0.8025651427105841
94,0,0.0828255252766538,0.0692869603139991,0.0883880293377589,0.127259702498841,0.127259702498841,0.187198638555356,0.14822625593131,0.177585633521783,0.8224143664782171,0.147258879420858,0.182771474120564,0.0
95,0,0.4803782966899039,0.538486698648059,0.529953423630815,0.20690236399646,0.20690236399646,0.218871135482651,0.176169315357385,0.164011246485473,0.835988753514527,0.174602217027374,0.1345346580494719,0.798949105326397
96,0,0.5438989908838301,0.5987788922808549,0.593179506397559,0.192238000927057,0.192238000927057,0.2470454760329019,0.2005724184680269,0.156453124527617,0.8435468754723829,0.199540004524546,0.145509526799804,0.8285648970264029
97,0,0.508848047579584,0.5876580898386391,0.5569891321805239,0.222198811680924,0.222198811680924,0.23116195518578,0.193040596520298,0.0604649756628473,0.939535024337153,0.1894276449739839,0.0652053001084206,0.8246216914920249
98,0,0.613318383464145,0.657108591365024,0.6432357192569189,0.1926172516960939,0.1926172516960939,0.266143518956226,0.229795887625217,0.116818332980621,0.883181667019379,0.221747982806727,0.120524844490859,0.861486788295047
99,0,0.521571686247745,0.551188399476668,0.576369184645859,0.1546078968437909,0.1546078968437909,0.219060225016545,0.173307223017248,0.1826042265017989,0.8173957734982009,0.172309780559536,0.1704756745323279,0.8018559698635949
100,0,0.4868619899575879,0.536851286524204,0.534664596605814,0.1855800429817539,0.1855800429817539,0.2158457029403419,0.1716502221887469,0.117816005079058,0.882183994920942,0.170643239574693,0.0708248916450008,0.798507893636528
101,0,0.514892994686296,0.584823375490624,0.5681246319396109,0.199991572205133,0.199991572205133,0.22983832844852,0.183625819085637,0.0427487377936329,0.9572512622063672,0.1820677173667139,0.0302018589451855,0.820858464812592
102,0,0.474333349583191,0.5306367204535539,0.524653354033942,0.167544561965362,0.167544561965362,0.2098893826226719,0.166603901483769,0.194213501829066,0.8057864981709341,0.165628534801297,0.178393509940167,0.791775707101129
103,0,0.486618242090382,0.5329262974269521,0.538893945072006,0.196072647591758,0.196072647591758,0.212914815164981,0.170821721774497,0.122199715814614,0.877800284185386,0.16985898499359,0.0950935934072719,0.7959589554677281
104,0,0.448691073953103,0.502889228085478,0.495958027731677,0.16661750452994,0.16661750452994,0.2105511959913019,0.166227310386383,0.0198929769930768,0.9801070230069228,0.165930171178644,0.0228289335279196,0.7839119939095791
105,0,0.515136742553503,0.569777583951156,0.5710691150489859,0.193586448105853,0.193586448105853,0.230405597050203,0.183023273329818,0.103243945944312,0.8967560540556879,0.181117562778071,0.0786081723924899,0.815985298804673
106,0,0.500999366255545,0.562036633231574,0.547727394400128,0.199190931692723,0.199190931692723,0.224449276732533,0.181290954281841,0.158297306285334,0.8417026937146659,0.178463162657416,0.155869331385293,0.8047858836690691
107,0,0.484083264271438,0.544755778456171,0.535521173510359,0.1830095655471749,0.1830095655471749,0.21858750118181,0.173231904797771,0.0707742540133628,0.929225745986637,0.172038307819923,0.0614897643427183,0.803881296705931
108,0,0.5865548676449079,0.637701700828609,0.643556935596124,0.1863806834941639,0.174961021448738,0.245249125460906,0.196505234616254,0.0604347431750159,0.939565256824984,0.195286931603951,0.0658572441620814,0.852604041317765
109,0,0.503826841515137,0.580625817706062,0.5582739975373411,0.207450170662846,0.207450170662846,0.2407109766474429,0.196580552835731,0.159294978383771,0.840705021616229,0.192534499660659,0.136795433519759,0.819488242077746
110,0,0.549748939696778,0.5776820758831229,0.610578724771133,0.173317601449581,0.173317601449581,0.227758343575683,0.179859908111772,0.114853221271578,0.885146778728422,0.178892994495136,0.0905043091401116,0.8184124597551601
111,0,0.501291863696193,0.5658525948539029,0.552813319770866,0.187223462980911,0.187223462980911,0.2261510825375819,0.181064999623409,0.1154578710282069,0.8845421289717929,0.18006937636679,0.0899114739112231,0.8126967431639859
112,0,0.47628333252084,0.528674225904928,0.530702928422292,0.1938814209262149,0.1938814209262149,0.2169802401437079,0.16908940272652,0.0415092057925447,0.9584907942074548,0.168147198552145,0.0330391159337888,0.7946311259995401
113,0,0.400672744113489,0.456934147405146,0.445366454306976,0.153933673254393,0.153933673254393,0.19769310768649,0.156812532951721,0.124195060011488,0.875804939988512,0.1558479752658169,0.0817830791837772,0.8025778693456279
114,1,0.2081606785940619,0.160870039249891,0.226725199421811,0.180439088112595,0.180439088112595,0.143991680060509,0.1014536416359119,0.249962209390211,0.750037790609789,0.1000754090943369,0.2597137037493239,0.573295938946869
115,0,0.430312484765758,0.494930222416049,0.480111354997591,0.167502422991024,0.167502422991024,0.1945731303772339,0.152293439783084,0.209450675696103,0.790549324303897,0.151775884171631,0.217603289305823,0.7763231790459999
116,0,0.4793545556476379,0.534834278238116,0.532951442796724,0.186928490160549,0.186928490160549,0.216129337241184,0.170972358213452,0.0485533754572664,0.951446624542734,0.170024885001131,0.0258145753671206,0.7983682600501079
117,0,0.52493540681519,0.5423026602703879,0.526152363616896,0.1901731911845269,0.1901731911845269,0.220100217452964,0.17631995179634,0.171539135955498,0.828460864044502,0.175348767061308,0.138427833255492,0.801201297867822
118,0,0.504265587676108,0.553423462712604,0.557899245141603,0.246639416796595,0.246639416796595,0.227947433109577,0.181366272501318,0.0288115609033467,0.971188439096653,0.180386094563004,0.0331788298943311,0.8093150919525122
119,0,0.407205186954614,0.48430004361099,0.455698913218052,0.152500948126923,0.152500948126923,0.193249503639973,0.156963169390676,0.195271638903165,0.804728361096835,0.15597617072619,0.162643139368784,0.767917373215505
120,0,0.461170964754058,0.522296118621893,0.513250173992184,0.175340272217774,0.175340272217774,0.2109293750590899,0.16713112902011,0.104181153067086,0.8958188469329141,0.166148857552221,0.0786936059256646,0.7895080267660161
121,0,0.4439136157558621,0.5345071958133449,0.494084265752985,0.176772997345245,0.176772997345245,0.203743972771107,0.17074640355502,0.121564833570154,0.878435166429846,0.169723248623784,0.100662044072653,0.7974476830314781
122,0,0.44581484912007,0.474705625817706,0.484715455859521,0.159032489149214,0.159032489149214,0.196558570483124,0.1522181215636059,0.189920488557003,0.8100795114429971,0.151232938692406,0.1004532379193099,0.75755386810865
123,0,0.5370740506020569,0.5762102049716529,0.581348037903528,0.175129577346087,0.175129577346087,0.233147395291671,0.186789184303683,0.136832239925023,0.863167760074977,0.185845712992987,0.0993677202929132,0.819795030827097
124,0,0.4939794276800079,0.557402965547318,0.539161625354676,0.195735535797059,0.195735535797059,0.229271059846837,0.187542366498456,0.139795023732503,0.8602049762674971,0.18283689012895,0.14205302853986,0.8132284090656892
125,0,0.4906157071125629,0.559692542520715,0.545104127629959,0.173317601449581,0.173317601449581,0.224354731965586,0.17436167808993,0.150194999546513,0.8498050004534871,0.176608098936732,0.130174797962618,0.8095983919545071
126,0,0.412226393019061,0.4746511120802439,0.4675839177686169,0.1684294804264459,0.1684294804264459,0.195896757114494,0.152368758002561,0.0827160867067751,0.917283913293225,0.1514063796093809,0.0886363060010824,0.7534099058403709
127,0,0.5464827182762151,0.620366332315744,0.597997751485626,0.1985588470776619,0.1985588470776619,0.24212914815165,0.1971077803720719,0.0350696858844514,0.9649303141155492,0.196131513460523,0.0317593500211749,0.8482980035215641
128,0,0.333105835323941,0.386120802442215,0.3643128647143849,0.160633770174034,0.160633770174034,0.171126028174341,0.131053701890487,0.119448559421955,0.8805514405780451,0.1388658472211749,0.104772482317651,0.702792562114873
129,0,0.510554282650027,0.5661796772786739,0.5593982547245571,0.188951160928743,0.188951160928743,0.228987425545996,0.184981547036228,0.125404359524745,0.874595640475255,0.181049694593168,0.12037256890384,0.814486647918639
130,0,0.5872373616730849,0.64337112952464,0.637667969377376,0.2460494711558719,0.2460494711558719,0.269452585799376,0.217443699630941,0.0297790005139523,0.970220999486048,0.21496870522585,0.0345111134811448,0.8524505936098051
